start,end,today,deviceid,audit,enumerator_id,survey_consent,consent_no,consent_no_other,ki_sector,ki_sector_other,region_reporting,province_reporting,district_reporting,bsu_reporting,settlement_name,settlement_name_other,settlement_name_all,settlement_dulicate,duplicates,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,conflict_disaster_other,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,other_incidents_other,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,date,_validation_status,_index,enumerator_id_final,Dimension
2019-08-24T18:51:02.258+04:30,2019-08-24T19:26:09.589+04:30,43701,3.53E+14,,7,yes,,,sector_health,,western,farah,khak_e_safed,deh_naw,sarkari_karaiz,,sarkari_karaiz,deh_naw_sarkari_karaiz,#REF!,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_drought,0,0,0,0,1,0,0,yes,displ_20_50_hh,no,yes,activity_ag,yes,,yes_livestock_impact,1,0,0,1,0,0,,livestock_ill,,no,no,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_half,yes,,access_2h,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,yes,,no,no,,no,,malnour_more_half,no_too_expensive,shelter_bricks,no,yes_both,20_50_hh,half,no,heating_dung,no,yes,no,meds_not_available,yes,disease_cause,yes,no,no,no,no,no,pump_private,damage_both,half,water_not_functioning,no,yes,hh_pit,poor,assault_weapon,0,0,1,0,0,0,0,0,0,assault_no_weapon,0,1,0,0,0,0,0,0,0,none,,yes,no,yes,no,,,,,,,,,,,yes,yes,yes,no,account_more_half,65636793,90ec137a-0d2c-47b5-9db6-83499307741b,2019-08-24T20:39:35,8/24/2019,,1635,farah_7,Mix
2019-08-24T16:01:50.957+04:30,2019-08-24T16:36:19.171+04:30,43701,3.53E+14,,7,yes,,,sector_village_admin,,western,farah,khak_e_safed,deh_naw,dahi_now,,dahi_now,deh_naw_dahi_now,#REF!,face_to_face,yes,,,,events_flood events_drought,0,0,1,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20hh_less,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact,1,1,0,1,0,0,,livestock_left,ag_impact_half,no,no,no,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,yes,,access_2h,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_no,no,yes,half,yes,half,malnour_more_half,yes,shelter_bricks,no,yes_disaster,less_20_hh,half,yes,heating_dung,no,yes,yes,meds_expensive,yes,conflict_cause,yes,no,yes,yes,no,no,pump_private,damage_disaster,very_few,water_social_restrictions,yes,yes,street_open_space,poor,verbal_threat,1,0,0,0,0,0,0,0,0,assault_weapon,0,0,1,0,0,0,0,0,0,none,,yes,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,no,account_half,65636788,83fdd74c-46b8-4fda-a8a7-d101f7cdc229,2019-08-24T20:39:12,8/24/2019,,1632,farah_7,Mix
2019-08-22T09:41:58.058+04:30,2019-08-22T10:13:23.900+04:30,43699,3.58E+14,,3,yes,,,sector_education,,northern,faryab,almar,pashtoun_kot,halwakhor_payen,,halwakhor_payen,pashtoun_kot_halwakhor_payen,#REF!,phone_interview,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_half_day,needs_health needs_seeds needs_water,0,0,1,1,0,1,0,0,0,0,0,0,0,no,hunger_small,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,no,yes_disaster,less_20_hh,very_few,no,heating_dung,no,no,no,meds_not_available,no,natural_cause,no,yes,yes,yes,no,yes,protected_well,damage_disaster,half,water_too_far,yes,yes,street_open_space,okay,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,yes,yes,no,,,,,,,,,,no,yes,yes,no,yes,account_more_half,65504953,af90e7bf-8044-4a45-b236-e91a0c77c3af,2019-08-23T05:04:21,8/23/2019,,1556,faryab_3,Mix
2019-08-22T10:45:43.555+04:30,2019-08-22T11:20:58.724+04:30,43699,3.58E+14,,3,yes,,,sector_ag_livestock,,northern,faryab,almar,hotaki_bad_bad_mir_shadi,mir_adam,,mir_adam,hotaki_bad_bad_mir_shadi_mir_adam,#REF!,phone_interview,yes,,,,events_drought,0,0,0,0,1,0,0,events_flood,0,0,1,0,0,0,0,yes,displ_20hh_less,no,no,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,no,hunger_small,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_makeshift,no,yes_disaster,less_20_hh,very_few,no,heating_dung,no,no,no,meds_not_available,no,natural_cause,no,yes,yes,yes,no,yes,protected_well,damage_disaster,half,water_insufficient_containers,yes,yes,street_open_space,okay,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,yes,yes,no,,,,,,,,,,no,yes,yes,no,yes,account_more_half,65505196,2467405b-b61e-43e8-a687-e1505fae83c0,2019-08-23T05:08:06,8/23/2019,,1557,faryab_3,Mix
2019-08-22T13:43:46.987+04:30,2019-08-22T14:15:36.518+04:30,43699,3.58E+14,,3,yes,,,sector_health,,northern,faryab,almar,that_ghalaba,akhund_zada_khel,taht_ghalaba,akhund_zada_khel,that_ghalaba_akhund_zada_khel,#REF!,phone_interview,yes,,,,events_drought,0,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_very_few,yes,,access_2h,needs_food needs_health needs_water,0,1,1,0,0,1,0,0,0,0,0,0,0,no,hunger_small,no,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,no,,,,yes,heating_dung,no,yes,,meds_access,yes,natural_cause,no,yes,yes,yes,no,,unprotected_well,,half,water_too_far,yes,yes,street_open_space,okay,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,,yes,yes,yes,no,,,,,,,,,,,yes,yes,no,yes,account_more_half,65505260,9d068058-0126-4d31-b448-f3373f7cb769,2019-08-23T05:08:51,8/23/2019,,1558,faryab_3,Mix
2019-08-21T11:45:10.779+04:30,2019-08-21T12:29:51.708+04:30,43698,3.55E+14,,6,yes,,,sector_ag_livestock,,northern,faryab,garzewan,tagab_zang_bar,pakhal_suoz,,pakhal_suoz,tagab_zang_bar_pakhal_suoz,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20_50_hh,no,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_none,no,road_blocked,access_half_day,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,half,yes,half,malnour_less_half,no_too_far,shelter_makeshift,yes,yes_both,20_50_hh,very_few,yes,heating_dung,no,no,no,meds_expensive,no,disease_cause,no,yes,yes,no,no,yes,sfc_water,damage_both,very_few,water_insufficient_containers,yes,yes,street_open_space,very_poor,assault_weapon forced_work forced_detained,0,0,1,0,1,1,0,0,0,assault_no_weapon assault_weapon hinder_move,0,1,1,1,0,0,0,0,0,targeting_women,,no,no,no,yes,constrain_playing_access livelihood_income psych_wellbeing,0,1,1,1,0,0,0,yes,yes,yes,yes,yes,yes,account_half,65430570,a1e6db0d-dc11-4525-8b13-bbfef14f47ef,2019-08-22T11:52:39,8/22/2019,,1536,faryab_6,Mix
2019-08-21T13:58:38.824+04:30,2019-08-21T14:31:27.829+04:30,43698,3.55E+14,,6,yes,,,sector_education,,northern,faryab,garzewan,tagab_do_skakh,dara_shakh,,dara_shakh,tagab_do_skakh_dara_shakh,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20_50_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_less_produce,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,yes,,access_half_day,needs_food needs_health needs_protection,0,1,1,0,0,0,0,0,1,0,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_less_half,no_not_accessible,shelter_makeshift,yes,yes_both,20_50_hh,very_few,yes,heating_dung,no,yes,yes,meds_expensive,yes,disease_cause,no,yes,no,yes,yes,yes,sfc_water,damage_none,very_few,water_none,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon forced_work forced_detained,1,1,1,0,1,1,0,0,0,verbal_threat assault_weapon hinder_move forced_work forced_detained,1,0,1,1,1,1,0,0,0,none,,no,yes,yes,yes,constrain_playing_access livelihood_income psych_wellbeing death_disability,0,1,1,1,1,0,0,no,yes,yes,no,yes,no,account_half,65430622,8c8a87a4-a45f-44d8-a3af-49fcf707cc19,2019-08-22T11:53:00,8/22/2019,,1537,faryab_6,Mix
2019-08-21T15:14:08.811+04:30,2019-08-21T15:47:15.680+04:30,43698,3.55E+14,,6,yes,,,sector_official_employement,criminal manager,northern,faryab,garzewan,tagab_do_skakh,tark_hai_darah_shakh,,tark_hai_darah_shakh,tagab_do_skakh_tark_hai_darah_shakh,#REF!,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,half,yes,half,malnour_less_half,no_not_accessible,shelter_makeshift,yes,yes_disaster,less_20_hh,very_few,yes,heating_dung,no,yes,no,meds_expensive,no,disease_cause,no,yes,no,yes,yes,yes,sfc_water,damage_none,very_few,water_too_far,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon forced_work forced_detained,1,1,1,0,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work forced_detained,1,1,1,1,1,1,0,0,0,targeting_women,,no,yes,yes,yes,constrain_playing_access livelihood_income psych_wellbeing death_disability,0,1,1,1,1,0,0,yes,no,yes,yes,yes,yes,account_half,65430659,86a2e039-e5e2-49d9-8d58-a61e1a9af8e7,2019-08-22T11:53:10,8/22/2019,,1538,faryab_6,Mix
2019-08-21T17:54:57.840+04:30,2019-08-21T18:29:40.435+04:30,43698,3.55E+14,,6,yes,,,sector_other,development,northern,faryab,garzewan,tagab_ishan,nawabad_tagab_shan,,nawabad_tagab_shan,tagab_ishan_nawabad_tagab_shan,#REF!,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_none,no,road_blocked,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,more_half,yes,half,malnour_very_few,no_too_far,shelter_bricks,dont_know,yes_both,50_100_hh,very_few,yes,heating_dung,yes,yes,no,meds_expensive,no,disease_cause,yes,no,no,no,yes,yes,sfc_water,damage_none,very_few,water_too_far,yes,yes,street_open_space,very_poor,verbal_threat assault_no_weapon assault_weapon forced_work forced_detained,1,1,1,0,1,1,0,0,0,assault_no_weapon assault_weapon forced_work forced_detained,0,1,1,0,1,1,0,0,0,targeting_women,,no,yes,yes,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,no,yes,yes,yes,yes,account_more_half,65430679,a8db9780-283f-4c05-87d4-e978d7cd3b90,2019-08-22T11:53:15,8/22/2019,,1539,faryab_6,Mix
2019-08-21T18:34:13.805+04:30,2019-08-21T19:03:56.884+04:30,43698,3.55E+14,,6,yes,,,sector_official_employement,construction,northern,faryab,garzewan,tagab_ishan,takab_eshan_zarafshan,,takab_eshan_zarafshan,tagab_ishan_takab_eshan_zarafshan,#REF!,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20hh_less,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_none,yes,,access_half_day,needs_health needs_water needs_education,0,0,1,0,0,1,0,0,0,1,0,0,0,no,hunger_worst,no,yes,half,yes,half,malnour_none,no_too_expensive,shelter_makeshift,yes,yes_both,20_50_hh,dont_know,yes,heating_dung,no,no,no,meds_not_available,no,disease_cause,yes,no,no,no,no,yes,pump_public,damage_both,very_few,water_too_far,yes,yes,street_open_space,very_poor,verbal_threat assault_weapon hinder_move forced_work,1,0,1,1,1,0,0,0,0,assault_weapon forced_work forced_detained,0,0,1,0,1,1,0,0,0,targeting_women,,no,no,yes,yes,constrain_service_access constrain_playing_access death_disability,1,1,0,0,1,0,0,yes,yes,yes,yes,yes,yes,account_more_half,65430708,1ccb1b28-7f30-469c-9cca-c634df985c44,2019-08-22T11:53:25,8/22/2019,,1540,faryab_6,Mix
2019-08-22T09:05:38.243+04:30,2019-08-22T09:41:03.920+04:30,43699,3.55E+14,,6,yes,,,sector_education,,northern,faryab,garzewan,tagab_ishan,tagab_eishan,,tagab_eishan,tagab_ishan_tagab_eishan,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_50_100_hh,no,no,activity_labour,,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,no,road_blocked,access_2h,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_less_half,no_too_expensive,shelter_bricks,no,yes_conflict,20_50_hh,very_few,yes,heating_dung,yes,yes,no,meds_expensive,no,conflict_cause,yes,yes,yes,yes,no,yes,sfc_water,damage_both,very_few,water_high_risk,yes,yes,street_open_space,okay,verbal_threat assault_weapon forced_work forced_detained,1,0,1,0,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon forced_work forced_detained,1,1,1,0,1,1,0,0,0,targeting_women,,no,no,yes,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,yes,yes,yes,yes,yes,yes,account_more_half,65430745,0890d393-1591-4e2f-838c-1b34d51dc230,2019-08-22T11:53:34,8/22/2019,,1541,faryab_6,Mix
2019-08-22T11:27:01.542+04:30,2019-08-22T12:00:25.685+04:30,43699,3.55E+14,,6,yes,,,sector_village_admin,arbab,northern,faryab,garzewan,tagab_miran,deh_miran,,deh_miran,tagab_miran_deh_miran,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,0,0,yes,displ_20_50_hh,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,,livestock_died,ag_impact_less_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_very_few,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,very_few,yes,very_few,malnour_less_half,no_too_expensive,shelter_bricks,dont_know,yes_both,less_20_hh,very_few,yes,heating_wood,no,no,no,meds_expensive,no,conflict_cause,yes,yes,no,yes,no,yes,sfc_water,damage_conflict,very_few,water_insufficient_containers,yes,yes,street_open_space,very_poor,assault_no_weapon assault_weapon hinder_move forced_work forced_detained,0,1,1,1,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work,1,1,1,1,1,0,0,0,0,targeting_women,,no,yes,yes,yes,constrain_playing_access livelihood_income psych_wellbeing death_disability,0,1,1,1,1,0,0,yes,yes,yes,yes,yes,yes,account_more_half,65430787,84fd7354-b5b9-49ea-842f-0fc4371afb23,2019-08-22T11:53:45,8/22/2019,,1542,faryab_6,Mix
2019-08-22T15:32:39.848+04:30,2019-08-22T16:10:17.257+04:30,43699,3.55E+14,,6,yes,,,sector_village_admin,,northern,faryab,garzewan,tagab_takhat_ara,dara_jowz,,dara_jowz,tagab_takhat_ara_dara_jowz,#REF!,phone_interview,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood,1,0,1,0,0,,,yes,displ_20hh_less,no,no,activity_ag,yes,,,,,,1,,,,,,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_few_days,account_none,no,armed_actors,access_half_day,needs_food needs_health needs_employment,0,1,1,0,1,0,0,0,0,0,0,0,0,no,hunger_small,no,yes,very_few,yes,very_few,malnour_very_few,no_not_accessible,shelter_makeshift,dont_know,,less_20_hh,very_few,yes,heating_wood,no,no,,meds_not_available,no,conflict_cause,yes,no,no,no,no,,sfc_water,,very_few,water_social_restrictions,yes,yes,street_open_space,very_poor,assault_no_weapon assault_weapon hinder_move forced_work forced_detained,0,1,1,1,1,1,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move forced_work,1,1,1,1,1,0,0,0,0,targeting_women,,no,no,yes,no_answer,,,,,,,,,yes,no,yes,no,yes,yes,account_more_half,65430803,c5cfa92f-4f35-4775-84cc-e4151b5df678,2019-08-22T11:53:51,8/22/2019,,1543,faryab_6,Mix
2019-08-20T09:07:42.565+04:30,2019-08-20T09:39:29.739+04:30,43697,3.58E+14,,2,yes,,,sector_ag_livestock,,south_eastern,ghazni,qarabagh,asghar,ermah_e_golkuh,,ermah_e_golkuh,asghar_ermah_e_golkuh,#REF!,phone_interview,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,,ag_impact_half,no,no,no,no,,,,,,,,,info_within_comm,connect_24h,account_very_few,no,armed_actors,access_half_day,needs_seeds needs_protection,0,0,0,1,0,0,0,0,1,0,0,0,0,no,hunger_small,yes,yes,very_few,no,,malnour_none,yes,shelter_bricks,no,no,,,no,heating_wood,yes,yes,no,meds_access,yes,conflict_cause,no,yes,yes,yes,yes,no,protected_well,damage_none,almost_all,water_none,yes,no,street_open_space,okay,verbal_threat assault_no_weapon hinder_move forced_work forced_detained,1,1,0,1,1,1,0,0,0,none,0,0,0,0,0,0,0,1,0,incidents_other,there are unauthorized armed men and thieves on the way to the center,yes,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,no,,no,no,no,yes,account_more_half,65554112,a86514e1-988b-45df-baab-1312b87cb4f7,2019-08-23T15:08:31,8/23/2019,,857,ghazni_2,Conflict Intensity
2019-08-19T08:22:59.444+04:30,2019-08-20T08:53:36.488+04:30,43696,3.58E+14,,2,yes,,,sector_business_commerce,shopkeeper,south_eastern,ghazni,qarabagh,asghar,sarqol_qarya_e_ali,,sarqol_qarya_e_ali,asghar_sarqol_qarya_e_ali,#REF!,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,no,,yes,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,,ag_impact_less_half,no,no,no,no,,,,,,,,,info_within_comm,connect_24h,account_half,no,armed_actors,access_half_day,needs_seeds needs_protection,0,0,0,1,0,0,0,0,1,0,0,0,0,no,hunger_small,no,yes,very_few,yes,very_few,malnour_very_few,no_too_far,shelter_bricks,no,no,,,yes,heating_wood,no,yes,no,meds_not_available,yes,conflict_cause,yes,yes,no,yes,yes,no,protected_well,damage_none,half,water_too_far,yes,no,burning,very_poor,verbal_threat assault_no_weapon forced_detained,1,1,0,0,0,1,0,0,0,none,0,0,0,0,0,0,0,1,0,incidents_other,there are unauthorized armed men and thieves on the way to the center,yes,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,no,,no,no,no,yes,account_more_half,65553493,664555b3-df14-4513-bd13-07c6326dee99,2019-08-23T15:01:05,8/23/2019,,856,ghazni_2,Conflict Intensity
2019-08-20T10:14:50.251+04:30,2019-08-20T10:48:39.314+04:30,43697,3.58E+14,,2,yes,,,sector_village_admin,,south_eastern,ghazni,qarabagh,asghar,markaz_e_nowdeh,,markaz_e_nowdeh,asghar_markaz_e_nowdeh,#REF!,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activityt_small_business,,,yes_income_impact,0,0,1,1,0,0,,,,yes,no,yes,yes,assistance_food assistance_wash assistance_education,1,0,0,1,1,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_half_day,needs_employment needs_protection,0,0,0,0,1,0,0,0,1,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,no_not_accessible,shelter_bricks,no,no,,,no,heating_wood,no,yes,no,meds_not_available,yes,conflict_cause,no,yes,yes,yes,yes,no,protected_well,damage_none,half,water_too_far,yes,no,burning,okay,assault_no_weapon hinder_move forced_work,0,1,0,1,1,0,0,0,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,no,no,no_answer,,,,,,,,,no,,no,yes,no,yes,account_more_half,65554210,d55a613d-7d1b-4144-ae68-c7496213fe24,2019-08-23T15:09:46,8/23/2019,,858,ghazni_2,Conflict Intensity
2019-08-20T11:00:30.179+04:30,2019-08-20T11:31:25.364+04:30,43697,3.58E+14,,2,yes,,,sector_ag_livestock,,south_eastern,ghazni,qarabagh,asghar,markaz_e_kushah,,markaz_e_kushah,asghar_markaz_e_kushah,#REF!,phone_interview,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_few,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,,ag_impact_less_half,yes,no,yes,no,,,,,,,,,info_within_comm,connect_few_hrs,account_half,no,armed_actors,access_half_day,needs_seeds needs_protection,0,0,0,1,0,0,0,0,1,0,0,0,0,no,hunger_bad,yes,yes,very_few,no,,malnour_less_half,no_too_expensive,shelter_bricks,no,no,,,no,heating_dung,no,yes,no,meds_expensive,yes,conflict_cause,yes,yes,yes,yes,yes,no,protected_well,damage_none,almost_all,water_none,yes,no,street_open_space,very_poor,verbal_threat assault_no_weapon hinder_move forced_work forced_detained,1,1,0,1,1,1,0,0,0,none,0,0,0,0,0,0,0,1,0,targeting_women,,yes,no,no,yes,livelihood_income psych_wellbeing death_disability,0,0,1,1,1,0,0,no,,yes,yes,yes,yes,account_more_half,65554257,b3f88ff2-e4a2-47a3-b733-961f0395f198,2019-08-23T15:10:53,8/23/2019,,859,ghazni_2,Conflict Intensity
