start,end,today,deviceid,audit,enumerator_id,survey_consent,ki_sector,province_reporting,district_reporting,bsu_reporting,settlement_name,concat,interview_type,ki_in_settlement,visited_settlement,ki_province_living,ki_district_living,settlement_events_year,settlement_events_year/events_active_conflict,settlement_events_year/events_earthquake,settlement_events_year/events_flood,settlement_events_year/events_avalanche_snowfall,settlement_events_year/events_drought,settlement_events_year/events_none,settlement_events_year/events_no_answer,settlement_events_3_months,settlement_events_3_months/events_active_conflict,settlement_events_3_months/events_earthquake,settlement_events_3_months/events_flood,settlement_events_3_months/events_avalanche_snowfall,settlement_events_3_months/events_drought,settlement_events_3_months/events_none,settlement_events_3_months/events_no_answer,displaced_3_months,pop_displaced,idp_3_months,returnee_3_months,activity_3_months,ag_own_land,livestock_own_animals,livelihood_conflict_disaster,livelihood_conflict_disaster/yes_livestock_impact,livelihood_conflict_disaster/yes_ag_impact,livelihood_conflict_disaster/yes_income_impact,livelihood_conflict_disaster/other,livelihood_conflict_disaster/conflict_no,livelihood_conflict_disaster/conflict_dont_know,livestock_negative_impacts,ag_negative_impacts,coping_consumed_seed,coping_beg_charity,coping_sold_land,hum_aid_3_months,type_assistance,type_assistance/assistance_food,type_assistance/assistance_shelter,type_assistance/assistance_health,type_assistance/assistance_wash,type_assistance/assistance_education,type_assistance/assistance_protection,type_assistance/assistance_dont_know,aid_info,mobile_network,bank_account,road_access,why_no_access,dist_centre_access,priority_needs,priority_needs/needs_shelter,priority_needs/needs_food,priority_needs/needs_health,priority_needs/needs_seeds,priority_needs/needs_employment,priority_needs/needs_water,priority_needs/needsd_hygiene,priority_needs/needs_documents,priority_needs/needs_protection,priority_needs/needs_education,priority_needs/needs_psycho_support,priority_needs/needs_none,priority_needs/needs_dont_know,food_access,hunger_level,market_available,borrow_food_money,borrow_food_proportion,reduced_food_children,reduced_food_proportion,malnutrition_severity,nutrition_access,shelter_type,no_shelter_open,shelter_damage,shelter_destroyed,shelter_repair,shelter_evicted,heating_source,nfi_market,health_functioning_access,health_closed,meds_access,birth_hospital,death_cause,more_ppl_died,edu_children,rel_school,edu_boys,edu_girls,children_removed,water_source,water_source_damage,water_access,reason_water_needs,soap_access,open_defecation,waste_disposal,safety_rating,adult_incidents,adult_incidents/verbal_threat,adult_incidents/assault_no_weapon,adult_incidents/assault_weapon,adult_incidents/hinder_move,adult_incidents/forced_work,adult_incidents/forced_detained,adult_incidents/forced_recruitment,adult_incidents/none,adult_incidents/dont_know,child_incidents,child_incidents/verbal_threat,child_incidents/assault_no_weapon,child_incidents/assault_weapon,child_incidents/hinder_move,child_incidents/forced_work,child_incidents/forced_detained,child_incidents/forced_recruitment,child_incidents/none,child_incidents/dont_know,other_incidents,civil_justice,boys_marriage,girls_marriage,explosive_hazards,explosive_impact,explosive_impact/constrain_service_access,explosive_impact/constrain_playing_access,explosive_impact/livelihood_income,explosive_impact/psych_wellbeing,explosive_impact/death_disability,explosive_impact/none,explosive_impact/dont_know,phys_injury_conflict,phys_injury_disaster,boys_work_no_school,girls_work_no_school,forced_leave,have_tazkira,men_tazkira,_id,_uuid,_submission_time,_validation_status,_index,enumerator_id_final,
2019-08-21T22:40:26.094+04:30,2019-08-21T23:29:17.335+04:30,21/08/2019,3.56174E+14,,1,yes,sector_village_admin,uruzgan,chinarto,chinarto,bai_nawa_kalay,chinarto_chinarto_bai_nawa_kalay,face_to_face,yes,,,,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,events_active_conflict events_flood events_drought,1,0,1,0,1,0,0,yes,displ_100_more_hh,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_not_harvest,yes,no_answer,no,yes,assistance_food assistance_shelter assistance_health,1,1,1,0,0,0,0,info_within_comm,connect_few_days,account_very_few,yes,,access_half_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,,no,yes,very_few,no_answer,,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,20_50_hh,half,yes,heating_wood,no,no,no,meds_not_available,no,disease_cause,yes,no,yes,no,no,no,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,very_poor,verbal_threat assault_weapon hinder_move forced_work forced_detained forced_recruitment,1,0,1,1,1,1,1,0,0,verbal_threat assault_weapon hinder_move forced_work forced_detained forced_recruitment,1,0,1,1,1,1,1,0,0,targeting_women,no,yes,yes,yes,constrain_playing_access livelihood_income psych_wellbeing death_disability,0,1,1,1,1,0,0,yes,yes,yes,yes,yes,yes,account_more_half,65391649,7f69e2a9-6782-407f-a453-ff53352dfc64,2019-08-22T05:01:09,,801,uruzgan_1,
2019-08-22T08:16:39.780+04:30,2019-08-22T08:43:00.309+04:30,22/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,li_wan,awrank,chora_li_wan_awrank,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_half_day,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_small,yes,yes,half,yes,more_half,malnour_less_half,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,yes,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,okay,hinder_move,0,0,0,1,0,0,0,0,0,hinder_move,0,0,0,1,0,0,0,0,0,none,yes,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,65402020,355333b8-fa68-421c-8712-a8203c0226bf,2019-08-22T07:40:57,,38,uruzgan_2,
2019-08-22T08:58:00.849+04:30,2019-08-22T09:30:16.215+04:30,22/08/2019,3.57753E+14,,2,yes,sector_education,uruzgan,chora,li_wan,sari_qoul,chora_li_wan_sari_qoul,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_labour,,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_half,no,no_road,access_half_day,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,half,malnour_more_half,no_not_accessible,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,okay,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65402026,3dfe5958-bdd8-48af-9903-55d730975859,2019-08-22T07:41:05,,806,uruzgan_2,
2019-08-22T11:06:30.674+04:30,2019-08-22T11:52:44.348+04:30,22/08/2019,3.57753E+14,,2,yes,sector_education,uruzgan,chora,azakzai_kourtchizai_dar_weshan,doo_roshan,chora_azakzai_kourtchizai_dar_weshan_doo_roshan,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_labour,,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_half_day,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,more_half,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,pump_public,damage_conflict,very_few,water_too_far,yes,yes,street_open_space,okay,hinder_move,0,0,0,1,0,0,0,0,0,hinder_move,0,0,0,1,0,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65402037,085781d0-dea2-4a44-be3f-746b4ea4deee,2019-08-22T07:41:19,,808,uruzgan_2,
2019-08-22T14:32:50.096+04:30,2019-08-22T15:16:28.662+04:30,22/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,li_wan,khush_khoy,chora_li_wan_khush_khoy,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_income_impact,0,0,1,1,0,0,,,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_bad,yes,yes,half,yes,more_half,malnour_very_few,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,yes,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,half,water_too_far,yes,yes,street_open_space,very_poor,verbal_threat forced_recruitment,1,0,0,0,0,0,1,0,0,verbal_threat forced_recruitment,1,0,0,0,0,0,1,0,0,none,no,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,65448457,74ade61b-8178-4a76-bb85-b70082c33354,2019-08-22T13:48:49,,830,uruzgan_2,
2019-08-22T15:40:30.791+04:30,2019-08-22T16:18:12.655+04:30,22/08/2019,3.57753E+14,,2,yes,sector_education,uruzgan,chora,li_wan,mani_ghar,chora_li_wan_mani_ghar,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_50_100_hh,yes,yes,activity_labour,,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_half_day,needs_food needs_health needs_protection,0,1,1,0,0,0,0,0,1,0,0,0,0,no,hunger_bad,yes,yes,half,yes,more_half,malnour_more_half,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,yes,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,good,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65448469,abb82d29-e2bb-4a0a-9a58-cd49976f544e,2019-08-22T13:48:59,,831,uruzgan_2,
2019-08-23T09:00:25.190+04:30,2019-08-23T09:39:38.454+04:30,23/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,khuaja_khadar,kushta_karaiz,chora_khuaja_khadar_kushta_karaiz,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_half_day,needs_shelter needs_food needs_education,1,1,0,0,0,0,0,0,0,1,0,0,0,no,hunger_bad,yes,yes,more_half,yes,more_half,malnour_more_half,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,yes,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,poor,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,verbal_threat forced_work,1,0,0,0,1,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65586255,e2a3a317-1a43-4501-9a3a-8d1008eda261,2019-08-24T06:33:47,,904,uruzgan_2,
2019-08-23T09:54:50.256+04:30,2019-08-23T10:32:13.579+04:30,23/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,khuaja_khadar,kotal,chora_khuaja_khadar_kotal,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact,0,1,0,1,0,0,,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_half_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_bad,yes,yes,more_half,yes,more_half,malnour_more_half,no_not_accessible,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,good,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,no,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,65586274,e16121f9-9b96-4689-b75f-30b6c18c3e85,2019-08-24T06:33:54,,905,uruzgan_2,
2019-08-23T10:56:28.495+04:30,2019-08-23T11:38:18.675+04:30,23/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,azakzai_kourtchizai_dar_weshan,popal_zay,chora_azakzai_kourtchizai_dar_weshan_popal_zay,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activityt_small_business,,,yes_income_impact,0,0,1,1,0,0,,,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_2h,needs_shelter needs_food needs_health,1,1,1,0,0,0,0,0,0,0,0,0,0,no,hunger_bad,yes,yes,half,yes,more_half,malnour_more_half,no_too_far,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,good,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65586292,a47ada41-4b42-4a10-8949-d1dbdf3e4a34,2019-08-24T06:34:02,,906,uruzgan_2,
2019-08-24T08:35:37.866+04:30,2019-08-24T09:13:53.588+04:30,24/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,khuaja_khadar,ghawina,chora_khuaja_khadar_ghawina,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_none,no,no_road,access_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,no,hunger_small,yes,yes,half,yes,half,malnour_more_half,no_not_accessible,shelter_bricks,no,yes_conflict,100_more_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,no,yes,no,no,yes,protected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,okay,verbal_threat assault_no_weapon,1,1,0,0,0,0,0,0,0,verbal_threat assault_no_weapon,1,1,0,0,0,0,0,0,0,none,no,yes,yes,yes,constrain_service_access,1,0,0,0,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65586316,fb2a2ff1-7d2e-400c-b0a5-e7348b808fef,2019-08-24T06:34:17,,908,uruzgan_2,
2019-08-24T10:04:48.855+04:30,2019-08-24T10:48:13.922+04:30,24/08/2019,3.57753E+14,,2,yes,sector_ag_livestock,uruzgan,chora,khuaja_khadar,murad_kalay,chora_khuaja_khadar_murad_kalay,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_50_100_hh,yes,yes,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_more_half,yes,yes,yes,no,,,,,,,,,info_within_comm,connect_never,account_very_few,no,no_road,access_day,needs_food needs_health needs_protection,0,1,1,0,0,0,0,0,1,0,0,0,0,no,hunger_bad,yes,yes,half,yes,more_half,malnour_more_half,no_not_accessible,shelter_bricks,no,yes_conflict,50_100_hh,very_few,yes,heating_wood,no,no,yes,meds_not_available,no,conflict_cause,yes,yes,yes,yes,no,yes,unprotected_well,damage_conflict,almost_all,water_none,yes,yes,street_open_space,very_poor,verbal_threat forced_detained forced_recruitment,1,0,0,0,0,1,1,0,0,verbal_threat forced_detained forced_recruitment,1,0,0,0,0,1,1,0,0,none,no,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,65586319,e2e772ef-6a37-4ab2-a8ad-cd87c7f92723,2019-08-24T06:34:27,,909,uruzgan_2,
2019-08-22T10:02:21.164+04:30,2019-08-22T11:12:13.129+04:30,22/08/2019,3.58059E+14,,3,yes,sector_ag_livestock,uruzgan,khas_uruzgan,jasul,baitmor,khas_uruzgan_jasul_baitmor,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_drought,0,0,0,0,1,0,0,no,,no,no,activity_ag,yes,,yes_ag_impact yes_income_impact,0,1,1,1,0,0,,ag_impact_less_half,no,no,no,no,,,,,,,,,info_within_comm,connect_never,account_very_few,yes,,access_half_day,needs_health needs_seeds needs_water,0,0,1,1,0,1,0,0,0,0,0,0,0,yes,,yes,yes,very_few,yes,very_few,malnour_more_half,no_too_far,shelter_bricks,no,no,,,no,heating_dung,no,yes,no,meds_expensive,no,natural_cause,no,no,no,no,no,no,unprotected_well,damage_none,half,water_not_functioning,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,yes,no,no,,,,,,,,,,,no,no,no,yes,account_half,65438901,5a999c83-a36b-4736-8790-0f6d1afa70a3,2019-08-22T12:52:11,,819,uruzgan_3,
2019-08-22T11:13:19.398+04:30,2019-08-22T12:54:44.268+04:30,22/08/2019,3.58059E+14,,3,yes,sector_ag_livestock,uruzgan,khas_uruzgan,sangar,feroz,khas_uruzgan_sangar_feroz,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_drought,0,0,0,0,1,0,0,no,,no,no,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_died,ag_impact_half,yes,no,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_never,account_very_few,yes,,access_2h,needs_food needs_seeds needs_water,0,1,0,1,0,1,0,0,0,0,0,0,0,yes,,no,yes,half,yes,half,malnour_less_half,yes,shelter_bricks,no,no,,,no,heating_wood,no,yes,no,meds_access,yes,natural_cause,no,yes,no,yes,no,no,unprotected_well,damage_none,half,water_points_amount,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,,yes,no,no,yes,account_half,65438910,cde2b34c-fc80-4ace-a7d4-aa73d5ec6020,2019-08-22T12:52:14,,820,uruzgan_3,
2019-08-22T12:55:16.498+04:30,2019-08-22T14:15:35.713+04:30,22/08/2019,3.58059E+14,,3,yes,sector_ag_livestock,uruzgan,khas_uruzgan,keshtey_garm_ab,wardak_kott,khas_uruzgan_keshtey_garm_ab_wardak_kott,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_none,0,0,0,0,0,1,0,,,no,no,activity_ag,yes,,,,,,1,,,,,no,no,no,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_never,account_very_few,yes,,access_2h,needs_food needs_seeds needsd_hygiene,0,1,0,1,0,0,1,0,0,0,0,0,0,yes,,no,yes,half,yes,very_few,malnour_less_half,yes,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_access,yes,natural_cause,no,yes,no,yes,no,,protected_well,,almost_all,water_none,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,,yes,no,no,yes,account_half,65438925,9d4b21da-a627-4acd-b4b3-c59846c6fe52,2019-08-22T12:52:19,,821,uruzgan_3,
2019-08-22T14:16:29.383+04:30,2019-08-22T15:38:17.943+04:30,22/08/2019,3.58059E+14,,3,yes,sector_ag_livestock,uruzgan,khas_uruzgan,hawey_sultan_mohammad,sar_sango,khas_uruzgan_hawey_sultan_mohammad_sar_sango,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,no,no,no,no,,,,,,,,,info_within_comm,connect_never,account_very_few,yes,,access_day,needs_food needs_seeds needsd_hygiene,0,1,0,1,0,0,1,0,0,0,0,0,0,yes,,no,yes,half,no,,malnour_less_half,no_too_far,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_access,no,natural_cause,no,yes,yes,yes,yes,,unprotected_well,,almost_all,water_none,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,no,no,no,no,,,,,,,,,,,yes,yes,yes,yes,account_half,65438936,1bb6be66-9d1d-4c00-9aac-2533fa788f19,2019-08-22T12:52:23,,822,uruzgan_3,
2019-08-22T15:38:43.606+04:30,2019-08-22T16:55:44.650+04:30,22/08/2019,3.58059E+14,,3,yes,sector_ag_livestock,uruzgan,khas_uruzgan,hawey_sultan_mohammad,khosh_nazar,khas_uruzgan_hawey_sultan_mohammad_khosh_nazar,face_to_face,yes,,,,events_drought,0,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,yes,no,no,no,,,,,,,,,info_within_comm,connect_never,account_very_few,yes,,access_day,needs_food needs_health needs_education,0,1,1,0,0,0,0,0,0,1,0,0,0,yes,,yes,yes,half,no,,malnour_less_half,no_not_accessible,shelter_bricks,no,,,,no,heating_wood,no,yes,,meds_access,no,natural_cause,no,no,no,no,no,,protected_well,,almost_all,water_none,yes,yes,burning,very_good,none,0,0,0,0,0,0,0,1,0,none,0,0,0,0,0,0,0,1,0,none,yes,no,no,no,,,,,,,,,,,no,no,no,yes,account_half,65438948,87d80433-359a-41fa-aa14-87548246dd55,2019-08-22T12:52:25,,823,uruzgan_3,
2019-08-22T09:17:32.837+04:30,2019-08-22T09:43:12.225+04:30,22/08/2019,3.51514E+14,,4,yes,sector_village_admin,uruzgan,dehrawud,darfshanak,raigak,dehrawud_darfshanak_raigak,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_none,0,0,0,0,0,1,0,,,yes,no,activity_ag,yes,,,,,,1,,,,,yes,no,yes,no,,,,,,,,,info_dont_know,connect_never,account_none,yes,,access_half_day,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,no,hunger_bad,no,yes,half,yes,half,malnour_less_half,no_too_far,shelter_bricks,dont_know,,,,no_answer,heating_wood,no,no,,meds_not_available,no,natural_cause,no_answer,no,yes,no,no,,protected_well,,almost_all,water_none,yes,yes,burning,very_good,dont_know,0,0,0,0,0,0,0,0,1,dont_know,0,0,0,0,0,0,0,0,1,none,yes,no_answer,yes,no_answer,,,,,,,,,,,yes,no,no_answer,yes,account_half,65439009,39f5be51-0911-40fe-8564-b0d7cc2a731e,2019-08-22T12:52:44,,824,uruzgan_4,
2019-08-22T10:14:23.077+04:30,2019-08-22T10:53:02.745+04:30,22/08/2019,3.51514E+14,,4,yes,sector_ag_livestock,uruzgan,dehrawud,landianah,toor_naser,dehrawud_landianah_toor_naser,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_none,0,0,0,0,0,1,0,,,yes,no_answer,activity_ag,yes,,,,,,1,,,,,yes,no,no_answer,yes,assistance_shelter,0,1,0,0,0,0,0,info_within_comm,connect_never,account_none,yes,,access_2h,needs_food needs_health needs_seeds,0,1,1,1,0,0,0,0,0,0,0,0,0,yes,,yes,yes,very_few,no,,malnour_very_few,yes,shelter_bricks,dont_know,,,,no_answer,heating_wood,no,yes,,meds_not_available,no,natural_cause,no_answer,yes,yes,yes,no,,pump_private,,almost_all,water_none,yes,yes,burning,very_good,dont_know,0,0,0,0,0,0,0,0,1,dont_know,0,0,0,0,0,0,0,0,1,none,no_answer,no,no_answer,yes,constrain_service_access,1,0,0,0,0,0,0,,,yes,no,no_answer,yes,account_dont_know,65439105,9cb7634f-cb93-4fda-b3b6-17fba27c9b5d,2019-08-22T12:53:15,,827,uruzgan_4,
2019-08-23T13:47:16.394+04:30,2019-08-23T14:32:12.803+04:30,23/08/2019,3.55911E+14,,5,yes,sector_education,uruzgan,tirinkot,tirinkot,rashkhali,tirinkot_tirinkot_rashkhali,face_to_face,yes,,,,events_active_conflict events_drought,1,0,0,0,1,0,0,events_active_conflict events_drought,1,0,0,0,1,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_livestock_impact yes_ag_impact yes_income_impact,1,1,1,1,0,0,livestock_left,ag_impact_half,yes,yes,yes,yes,assistance_food assistance_shelter,1,1,0,0,0,0,0,info_within_comm,connect_few_days,account_very_few,no,road_blocked,access_half_day,needs_food needs_water needs_protection,0,1,0,0,0,1,0,0,1,0,0,0,0,yes,,yes,yes,half,yes,half,malnour_very_few,no_too_far,shelter_bricks,yes,yes_both,20_50_hh,very_few,yes,heating_wood,yes,yes,yes,meds_expensive,no,conflict_cause,no,yes,yes,no,no,yes,protected_well,damage_conflict,very_few,water_too_far,yes,yes,street_open_space,poor,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,verbal_threat assault_no_weapon assault_weapon hinder_move,1,1,1,1,0,0,0,0,0,targeting_women,no,yes,yes,yes,constrain_service_access constrain_playing_access livelihood_income psych_wellbeing,1,1,1,1,0,0,0,yes,,yes,yes,yes,yes,account_more_half,65613547,800351e9-32f1-4b9e-984e-577c4915f539,2019-08-24T13:16:16,,949,uruzgan_5,
2019-08-23T16:17:55.244+04:30,2019-08-23T16:59:55.407+04:30,23/08/2019,3.55911E+14,,5,yes,sector_education,uruzgan,tirinkot,tirinkot,charmger,tirinkot_tirinkot_charmger,face_to_face,yes,,,,events_active_conflict,1,0,0,0,0,0,0,events_active_conflict,1,0,0,0,0,0,0,yes,displ_20_50_hh,yes,yes,activity_ag,yes,,yes_income_impact,0,0,1,1,0,0,,,yes,yes,yes,yes,assistance_food,1,0,0,0,0,0,0,info_within_comm,connect_24h,account_very_few,yes,,access_2h,needs_food needs_health needs_protection,0,1,1,0,0,0,0,0,1,0,0,0,0,yes,,yes,yes,half,yes,half,malnour_none,yes,shelter_bricks,yes,yes_both,20_50_hh,very_few,yes,heating_wood,yes,yes,yes,meds_access,yes,conflict_cause,no,yes,yes,yes,no,yes,protected_well,damage_conflict,very_few,water_not_functioning,yes,yes,street_open_space,good,verbal_threat,1,0,0,0,0,0,0,0,0,verbal_threat,1,0,0,0,0,0,0,0,0,targeting_women,yes,yes,yes,no,,,,,,,,,yes,,yes,yes,yes,yes,account_more_half,65613643,40ed0d06-feb4-4ad9-8a70-5a17b2a89513,2019-08-24T13:17:18,,952,uruzgan_5,
